-27,0,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-27,1,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-17,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-28,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-26,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-30,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-29,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-25,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-28,1,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-26,2,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-27,2,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-18,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-28,2,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-19,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-24,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-31,0,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-22,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-23,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-23,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-20,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-24,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-29,0,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-25,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-27,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-26,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-27,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-28,0,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-28,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-29,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-30,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-32,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-31,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-17,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-29,2,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-31,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-21,15,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-18,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-19,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-24,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-25,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-22,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-23,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-27,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-26,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-28,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-22,3,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-30,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-21,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-29,14,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-29,1,O80sxtR2da/IbTjQV8lBM6O7iyo=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-32,14,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-20,14,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-31,14,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-30,2,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-21,3,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-19,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-21,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-20,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-22,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-18,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-25,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-26,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-27,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
-24,13,IxeON2UcCg4gGSiWmvzDnN1CfG4=,YsojtCFMjNB2G/SxmfS+OsBPQkI=
